id,Rings
109915,7.96
109916,9.84
109917,12.0
109918,9.35
109919,5.76
109920,7.64
109921,7.5
109922,13.34
109923,9.52
109924,9.33
109925,9.98
109926,11.37
109927,8.0
109928,9.62
109929,8.24
109930,8.49
109931,6.05
109932,10.86
109933,7.19
109934,8.41
109935,11.05
109936,8.57
109937,10.42
109938,11.35
109939,8.99
109940,8.0
109941,10.97
109942,8.16
109943,11.65
109944,15.27
109945,11.31
109946,8.19
109947,10.9
109948,7.36
109949,9.47
109950,8.16
109951,8.45
109952,9.38
109953,9.06
109954,9.59
109955,9.29
109956,11.39
109957,12.99
109958,12.08
109959,9.37
109960,13.94
109961,13.22
109962,9.33
109963,5.98
109964,12.32
109965,8.36
109966,4.44
109967,9.55
109968,11.76
109969,4.99
109970,15.41
109971,9.36
109972,10.83
109973,11.5
109974,11.16
109975,9.98
109976,6.83
109977,9.62
109978,8.41
109979,11.11
109980,9.99
109981,6.15
109982,14.95
109983,10.54
109984,14.46
109985,6.92
109986,10.24
109987,16.22
109988,8.31
109989,7.46
109990,9.84
109991,7.57
109992,8.25
109993,6.96
109994,11.1
109995,10.39
109996,10.3
109997,9.7
109998,10.01
109999,14.73
110000,7.27
110001,7.88
110002,10.13
110003,7.44
110004,8.43
110005,10.62
110006,7.7
110007,9.07
110008,11.2
110009,4.59
110010,17.06
110011,13.35
110012,12.4
110013,9.08
110014,7.16
110015,4.98
110016,11.87
110017,8.37
110018,9.2
110019,7.74
110020,7.91
110021,11.75
110022,13.3
110023,6.6
110024,11.95
110025,8.9
110026,7.41
110027,6.18
110028,9.92
110029,12.81
110030,9.55
110031,14.39
110032,12.32
110033,15.67
110034,11.13
110035,6.86
110036,10.03
110037,10.32
110038,9.85
110039,6.56
110040,9.63
110041,7.03
110042,6.27
110043,11.44
110044,7.77
110045,4.85
110046,6.92
110047,5.79
110048,10.41
110049,11.12
110050,10.25
110051,8.15
110052,16.01
110053,5.12
110054,9.86
110055,7.38
110056,11.44
110057,13.69
110058,11.29
110059,8.02
110060,6.75
110061,9.51
110062,12.58
110063,4.64
110064,10.09
110065,8.27
110066,9.31
110067,10.27
110068,13.89
110069,8.52
110070,4.12
110071,5.54
110072,12.24
110073,12.76
110074,8.88
110075,7.1
110076,9.56
110077,6.9
110078,9.18
110079,7.57
110080,4.83
110081,11.68
110082,9.55
110083,9.2
110084,9.25
110085,12.44
110086,8.67
110087,10.2
110088,7.02
110089,8.86
110090,8.43
110091,9.24
110092,10.23
110093,8.64
110094,8.92
110095,8.45
110096,8.0
110097,8.68
110098,10.34
110099,5.77
110100,5.54
110101,8.02
110102,13.68
110103,12.69
110104,7.88
110105,8.35
110106,10.68
110107,8.36
110108,12.73
110109,12.32
110110,7.31
110111,7.51
110112,7.19
110113,7.5
110114,8.14
110115,11.84
110116,11.42
110117,7.14
110118,15.14
110119,9.24
110120,8.43
110121,8.83
110122,11.37
110123,7.85
110124,9.66
110125,9.46
110126,13.53
110127,7.22
110128,12.61
110129,9.6
110130,8.9
110131,8.85
110132,8.51
110133,14.25
110134,10.22
110135,13.07
110136,11.47
110137,8.69
110138,10.96
110139,7.07
110140,7.5
110141,8.63
110142,9.76
110143,9.11
110144,8.98
110145,8.89
110146,13.4
110147,10.5
110148,8.83
110149,13.7
110150,11.47
110151,9.5
110152,6.96
110153,10.92
110154,7.28
110155,7.14
110156,11.59
110157,6.97
110158,6.67
110159,11.39
110160,8.49
110161,13.64
110162,14.43
110163,8.54
110164,8.57
110165,5.77
110166,6.04
110167,10.53
110168,5.51
110169,12.7
110170,9.96
110171,5.44
110172,12.83
110173,6.72
110174,6.74
110175,6.61
110176,5.36
110177,12.2
110178,11.99
110179,8.68
110180,8.99
110181,13.06
110182,8.58
110183,8.18
110184,7.36
110185,7.27
110186,13.19
110187,7.31
110188,8.31
110189,7.81
110190,10.45
110191,9.67
110192,8.04
110193,10.65
110194,10.24
110195,9.88
110196,8.22
110197,7.45
110198,9.33
110199,10.74
110200,14.27
110201,14.58
110202,12.76
110203,9.1
110204,13.04
110205,9.44
110206,5.87
110207,7.55
110208,11.08
110209,10.47
110210,9.61
110211,4.66
110212,7.51
110213,6.53
110214,16.31
110215,12.91
110216,7.66
110217,9.48
110218,13.0
110219,8.54
110220,6.71
110221,9.65
110222,10.4
110223,11.46
110224,8.8
110225,6.23
110226,9.82
110227,13.78
110228,11.2
110229,12.16
110230,9.0
110231,8.55
110232,11.14
110233,9.38
110234,4.54
110235,6.56
110236,9.95
110237,10.17
110238,10.12
110239,8.5
110240,4.73
110241,10.94
110242,19.05
110243,5.65
110244,7.86
110245,6.41
110246,16.98
110247,15.21
110248,8.47
110249,12.19
110250,8.28
110251,9.4
110252,8.73
110253,9.89
110254,12.35
110255,4.81
110256,7.97
110257,11.17
110258,14.03
110259,8.85
110260,14.62
110261,9.12
110262,9.66
110263,12.61
110264,8.77
110265,11.92
110266,10.61
110267,7.56
110268,7.96
110269,5.34
110270,9.95
110271,9.77
110272,9.77
110273,10.86
110274,6.62
110275,12.77
110276,7.88
110277,7.04
110278,13.28
110279,7.94
110280,10.47
110281,6.41
110282,10.19
110283,6.37
110284,9.08
110285,15.31
110286,9.07
110287,9.07
110288,8.06
110289,8.22
110290,11.56
110291,6.78
110292,10.81
110293,10.18
110294,9.25
110295,10.75
110296,6.32
110297,5.45
110298,5.18
110299,7.55
110300,6.18
110301,8.16
110302,12.74
110303,14.32
110304,10.35
110305,13.57
110306,12.46
110307,9.17
110308,10.15
110309,11.17
110310,12.3
110311,8.22
110312,10.63
110313,7.48
110314,10.33
110315,12.03
110316,8.1
110317,12.96
110318,5.34
110319,8.6
110320,8.86
110321,9.58
110322,9.99
110323,7.11
110324,10.07
110325,10.55
110326,13.25
110327,9.34
110328,8.98
110329,9.37
110330,11.46
110331,13.28
110332,10.65
110333,8.62
110334,10.4
110335,8.12
110336,8.14
110337,10.71
110338,7.36
110339,9.7
110340,9.13
110341,14.16
110342,10.35
110343,7.98
110344,10.6
110345,13.53
110346,7.64
110347,9.84
110348,10.02
110349,10.39
110350,10.56
110351,10.69
110352,8.42
110353,9.4
110354,10.36
110355,9.11
110356,8.65
110357,11.24
110358,7.92
110359,7.73
110360,10.93
110361,16.3
110362,8.51
110363,9.76
110364,7.5
110365,9.11
110366,11.78
110367,7.93
110368,5.58
110369,6.57
110370,9.96
110371,11.99
110372,10.52
110373,7.26
110374,12.17
110375,11.73
110376,11.05
110377,7.75
110378,8.99
110379,7.26
110380,9.51
110381,9.17
110382,9.35
110383,8.56
110384,9.02
110385,8.52
110386,10.6
110387,8.22
110388,7.01
110389,9.69
110390,12.71
110391,9.26
110392,9.32
110393,8.19
110394,13.79
110395,8.69
110396,11.88
110397,17.96
110398,9.41
110399,11.7
110400,4.78
110401,13.9
110402,9.83
110403,13.65
110404,8.64
110405,8.86
110406,7.36
110407,5.64
110408,9.28
110409,15.01
110410,9.06
110411,8.86
110412,6.62
110413,4.62
110414,8.65
110415,5.35
110416,7.21
110417,8.01
110418,18.03
110419,9.1
110420,5.05
110421,9.63
110422,7.68
110423,9.72
110424,6.76
110425,7.57
110426,8.38
110427,9.47
110428,9.33
110429,10.23
110430,9.98
110431,9.03
110432,10.13
110433,6.01
110434,9.92
110435,18.14
110436,14.89
110437,12.83
110438,8.61
110439,16.92
110440,6.84
110441,14.9
110442,5.79
110443,8.7
110444,10.63
110445,12.67
110446,11.79
110447,7.5
110448,8.65
110449,13.14
110450,8.81
110451,9.9
110452,8.54
110453,8.77
110454,10.41
110455,5.36
110456,9.98
110457,11.92
110458,10.35
110459,8.43
110460,4.84
110461,7.81
110462,10.67
110463,10.34
110464,10.68
110465,10.89
110466,12.62
110467,8.59
110468,4.23
110469,7.19
110470,9.02
110471,10.1
110472,10.77
110473,8.29
110474,8.45
110475,6.66
110476,8.98
110477,7.01
110478,9.44
110479,9.7
110480,9.46
110481,7.69
110482,17.51
110483,11.26
110484,6.38
110485,8.89
110486,12.7
110487,15.5
110488,9.81
110489,12.23
110490,10.23
110491,10.09
110492,5.56
110493,6.18
110494,14.53
110495,8.86
110496,14.39
110497,12.56
110498,7.76
110499,9.04
110500,6.49
110501,6.87
110502,8.52
110503,5.99
110504,8.34
110505,5.51
110506,10.25
110507,5.44
110508,13.46
110509,7.25
110510,11.75
110511,4.68
110512,10.75
110513,7.4
110514,6.51
110515,5.17
110516,5.26
110517,10.71
110518,7.85
110519,13.99
110520,6.98
110521,11.41
110522,7.64
110523,7.42
110524,7.6
110525,12.89
110526,10.48
110527,5.2
110528,11.46
110529,8.52
110530,7.45
110531,11.09
110532,9.53
110533,7.44
110534,8.74
110535,9.61
110536,6.62
110537,10.12
110538,8.54
110539,9.26
110540,7.74
110541,9.39
110542,8.76
110543,9.58
110544,7.22
110545,7.67
110546,8.72
110547,7.59
110548,8.47
110549,9.18
110550,10.54
110551,11.3
110552,12.18
110553,12.9
110554,6.79
110555,15.5
110556,8.4
110557,12.98
110558,10.72
110559,10.98
110560,9.54
110561,9.23
110562,10.72
110563,13.54
110564,12.14
110565,13.72
110566,7.38
110567,9.07
110568,10.25
110569,8.81
110570,11.14
110571,10.41
110572,12.24
110573,10.78
110574,8.7
110575,7.48
110576,8.81
110577,7.96
110578,3.94
110579,5.67
110580,16.74
110581,8.64
110582,5.72
110583,8.34
110584,9.23
110585,10.15
110586,9.29
110587,15.57
110588,9.09
110589,10.18
110590,11.16
110591,10.93
110592,9.29
110593,13.82
110594,11.89
110595,12.74
110596,14.44
110597,9.19
110598,9.55
110599,6.82
110600,7.58
110601,10.13
110602,10.95
110603,11.22
110604,10.24
110605,10.02
110606,10.73
110607,10.18
110608,10.59
110609,8.94
110610,12.37
110611,10.6
110612,11.0
110613,8.06
110614,13.38
110615,8.48
110616,8.05
110617,4.21
110618,7.3
110619,10.31
110620,9.86
110621,8.99
110622,8.39
110623,10.19
110624,14.18
110625,8.15
110626,15.97
110627,9.71
110628,15.01
110629,12.14
110630,10.53
110631,12.27
110632,11.86
110633,9.69
110634,11.45
110635,10.92
110636,10.54
110637,8.99
110638,12.56
110639,3.9
110640,10.84
110641,15.14
110642,10.97
110643,11.72
110644,7.24
110645,9.27
110646,6.8
110647,10.69
110648,11.13
110649,6.52
110650,8.64
110651,10.87
110652,12.55
110653,11.31
110654,11.81
110655,8.53
110656,12.69
110657,12.52
110658,8.97
110659,9.58
110660,7.18
110661,8.96
110662,9.36
110663,12.74
110664,8.04
110665,5.18
110666,9.0
110667,8.81
110668,6.1
110669,9.62
110670,10.76
110671,9.73
110672,8.58
110673,14.5
110674,9.56
110675,18.13
110676,11.9
110677,8.74
110678,9.76
110679,8.45
110680,9.54
110681,8.51
110682,9.56
110683,11.75
110684,10.48
110685,10.73
110686,13.07
110687,12.95
110688,8.06
110689,10.28
110690,10.23
110691,10.41
110692,11.72
110693,6.77
110694,12.45
110695,12.95
110696,12.64
110697,16.74
110698,9.41
110699,6.75
110700,13.63
110701,8.24
110702,8.51
110703,11.11
110704,9.31
110705,16.11
110706,11.08
110707,7.84
110708,5.77
110709,10.86
110710,8.82
110711,9.1
110712,9.06
110713,6.38
110714,4.99
110715,14.09
110716,11.87
110717,8.94
110718,8.58
110719,11.08
110720,13.4
110721,9.35
110722,8.65
110723,10.63
110724,8.33
110725,6.73
110726,11.14
110727,13.33
110728,11.39
110729,9.2
110730,7.81
110731,9.96
110732,8.88
110733,15.1
110734,10.05
110735,8.85
110736,6.49
110737,12.58
110738,13.32
110739,7.38
110740,9.18
110741,8.79
110742,10.87
110743,10.1
110744,10.25
110745,9.97
110746,7.06
110747,9.29
110748,9.37
110749,9.94
110750,6.94
110751,9.61
110752,13.08
110753,11.23
110754,10.77
110755,13.24
110756,8.79
110757,8.42
110758,9.13
110759,14.28
110760,10.11
110761,9.92
110762,11.07
110763,8.04
110764,9.79
110765,4.51
110766,13.11
110767,6.87
110768,14.69
110769,7.53
110770,10.25
110771,11.25
110772,7.65
110773,11.03
110774,16.62
110775,14.19
110776,9.21
110777,8.13
110778,9.58
110779,14.36
110780,3.91
110781,13.87
110782,12.54
110783,5.19
110784,14.0
110785,6.33
110786,10.31
110787,8.18
110788,8.11
110789,8.8
110790,12.58
110791,11.95
110792,9.06
110793,14.78
110794,9.84
110795,9.2
110796,9.16
110797,13.08
110798,6.62
110799,8.92
110800,13.42
110801,10.65
110802,7.21
110803,14.61
110804,11.08
110805,9.18
110806,10.92
110807,5.4
110808,10.93
110809,10.6
110810,7.08
110811,6.93
110812,8.02
110813,5.94
110814,15.48
110815,9.09
110816,16.16
110817,8.68
110818,11.72
110819,6.68
110820,10.68
110821,11.49
110822,5.1
110823,11.94
110824,11.23
110825,9.28
110826,9.15
110827,8.68
110828,11.84
110829,17.77
110830,12.8
110831,9.69
110832,10.81
110833,8.37
110834,5.23
110835,6.27
110836,9.37
110837,7.71
110838,10.64
110839,11.54
110840,7.79
110841,12.32
110842,14.02
110843,10.65
110844,10.24
110845,11.87
110846,13.44
110847,5.63
110848,10.22
110849,10.2
110850,9.21
110851,9.24
110852,10.85
110853,12.47
110854,8.12
110855,8.79
110856,11.09
110857,5.79
110858,10.7
110859,16.26
110860,14.01
110861,9.9
110862,8.83
110863,11.87
110864,7.79
110865,7.8
110866,11.57
110867,9.27
110868,9.75
110869,9.49
110870,7.99
110871,7.04
110872,8.52
110873,8.6
110874,8.82
110875,9.05
110876,15.4
110877,9.81
110878,9.74
110879,8.9
110880,8.83
110881,8.68
110882,8.13
110883,14.61
110884,5.42
110885,6.9
110886,6.03
110887,13.34
110888,12.29
110889,8.16
110890,11.73
110891,3.72
110892,8.97
110893,8.83
110894,7.82
110895,7.24
110896,7.23
110897,9.61
110898,16.88
110899,11.83
110900,15.04
110901,10.72
110902,12.79
110903,7.71
110904,8.3
110905,7.18
110906,8.26
110907,7.51
110908,10.63
110909,7.72
110910,14.48
110911,9.3
110912,10.07
110913,5.13
110914,16.14
110915,10.82
110916,10.93
110917,7.49
110918,9.05
110919,10.91
110920,9.26
110921,9.02
110922,7.86
110923,16.58
110924,12.94
110925,6.45
110926,11.71
110927,7.49
110928,9.76
110929,12.25
110930,7.23
110931,6.78
110932,7.68
110933,12.7
110934,10.02
110935,8.23
110936,10.34
110937,9.38
110938,16.68
110939,13.29
110940,9.56
110941,6.77
110942,9.52
110943,11.55
110944,9.43
110945,10.68
110946,10.57
110947,9.95
110948,11.22
110949,8.7
110950,9.73
110951,5.92
110952,7.96
110953,8.75
110954,6.74
110955,10.52
110956,12.57
110957,10.45
110958,11.65
110959,10.02
110960,7.35
110961,9.25
110962,14.21
110963,7.06
110964,9.31
110965,11.02
110966,7.83
110967,7.56
110968,10.6
110969,11.69
110970,8.63
110971,9.01
110972,9.86
110973,9.9
110974,6.92
110975,10.29
110976,12.04
110977,7.43
110978,9.02
110979,10.29
110980,10.91
110981,10.25
110982,9.92
110983,16.16
110984,7.85
110985,7.48
110986,11.16
110987,6.93
110988,13.43
110989,10.58
110990,9.56
110991,17.33
110992,6.21
110993,16.8
110994,8.98
110995,9.64
110996,9.66
110997,8.34
110998,8.17
110999,6.89
111000,5.88
111001,6.89
111002,9.85
111003,6.79
111004,7.39
111005,9.53
111006,10.27
111007,9.9
111008,11.13
111009,9.21
111010,14.23
111011,8.48
111012,12.68
111013,8.93
111014,7.38
111015,7.38
111016,8.7
111017,9.72
111018,9.19
111019,17.06
111020,9.02
111021,9.76
111022,6.51
111023,9.53
111024,9.7
111025,8.35
111026,12.1
111027,10.01
111028,8.95
111029,10.49
111030,4.93
111031,6.15
111032,16.4
111033,10.63
111034,5.25
111035,10.54
111036,7.62
111037,5.48
111038,8.37
111039,7.93
111040,11.49
111041,7.37
111042,10.41
111043,9.39
111044,11.53
111045,13.47
111046,6.97
111047,5.33
111048,7.93
111049,14.58
111050,9.21
111051,9.37
111052,7.88
111053,7.99
111054,7.65
111055,7.43
111056,11.29
111057,8.88
111058,11.39
111059,10.95
111060,8.13
111061,10.9
111062,9.64
111063,6.68
111064,9.22
111065,6.53
111066,8.03
111067,15.95
111068,13.63
111069,8.56
111070,15.11
111071,7.64
111072,6.49
111073,15.12
111074,13.69
111075,9.62
111076,13.46
111077,10.4
111078,10.69
111079,10.72
111080,9.21
111081,9.12
111082,9.69
111083,8.2
111084,10.74
111085,11.18
111086,10.63
111087,6.76
111088,9.19
111089,10.66
111090,13.55
111091,9.15
111092,6.39
111093,11.87
111094,9.56
111095,9.09
111096,10.7
111097,6.15
111098,7.95
111099,11.28
111100,10.63
111101,8.77
111102,10.65
111103,13.6
111104,9.64
111105,7.16
111106,11.71
111107,10.05
111108,7.57
111109,14.8
111110,13.97
111111,7.05
111112,6.85
111113,8.73
111114,8.21
111115,8.39
111116,10.89
111117,9.31
111118,4.24
111119,9.35
111120,4.35
111121,9.2
111122,13.08
111123,9.15
111124,12.35
111125,18.01
111126,6.15
111127,7.62
111128,9.78
111129,6.52
111130,15.58
111131,11.18
111132,10.37
111133,7.85
111134,9.48
111135,6.66
111136,8.89
111137,15.52
111138,10.46
111139,8.13
111140,7.05
111141,5.92
111142,9.65
111143,6.29
111144,6.11
111145,3.99
111146,11.48
111147,9.83
111148,9.26
111149,12.4
111150,6.92
111151,7.53
111152,5.27
111153,9.46
111154,8.8
111155,7.45
111156,7.44
111157,5.16
111158,11.41
111159,8.92
111160,9.21
111161,9.07
111162,9.45
111163,8.82
111164,12.02
111165,12.85
111166,9.21
111167,10.78
111168,6.87
111169,10.24
111170,6.36
111171,10.02
111172,9.15
111173,17.9
111174,13.04
111175,4.06
111176,13.41
111177,17.41
111178,9.87
111179,12.54
111180,15.54
111181,12.16
111182,13.62
111183,9.77
111184,9.12
111185,8.64
111186,11.64
111187,7.81
111188,18.46
111189,13.89
111190,9.78
111191,10.38
111192,10.19
111193,11.78
111194,15.56
111195,9.4
111196,11.39
111197,5.24
111198,9.2
111199,11.08
111200,7.57
111201,10.47
111202,11.41
111203,15.75
111204,8.38
111205,6.75
111206,9.41
111207,8.49
111208,10.68
111209,7.77
111210,7.5
111211,6.85
111212,15.23
111213,7.96
111214,8.93
111215,13.13
111216,4.94
111217,4.42
111218,9.43
111219,4.46
111220,9.54
111221,7.39
111222,7.85
111223,11.33
111224,11.64
111225,6.45
111226,11.31
111227,14.23
111228,8.44
111229,7.22
111230,13.03
111231,10.23
111232,11.76
111233,11.63
111234,13.57
111235,9.85
111236,8.19
111237,5.58
111238,9.62
111239,7.65
111240,16.53
111241,5.44
111242,10.52
111243,8.37
111244,14.99
111245,8.16
111246,11.61
111247,6.51
111248,8.08
111249,7.01
111250,15.1
111251,6.64
111252,6.26
111253,4.99
111254,9.95
111255,7.27
111256,9.41
111257,8.27
111258,7.99
111259,8.9
111260,9.52
111261,8.72
111262,14.19
111263,8.1
111264,9.99
111265,10.93
111266,9.61
111267,8.77
111268,9.25
111269,12.28
111270,8.61
111271,11.72
111272,8.67
111273,13.52
111274,11.89
111275,10.02
111276,9.05
111277,6.06
111278,10.03
111279,9.41
111280,7.57
111281,9.07
111282,7.2
111283,13.27
111284,7.07
111285,11.01
111286,9.97
111287,10.44
111288,12.48
111289,7.69
111290,7.13
111291,8.67
111292,14.86
111293,7.45
111294,7.5
111295,9.16
111296,5.18
111297,8.51
111298,8.26
111299,10.08
111300,14.92
111301,5.48
111302,16.77
111303,7.21
111304,4.5
111305,14.96
111306,11.25
111307,11.06
111308,8.62
111309,14.79
111310,14.06
111311,10.25
111312,9.92
111313,7.37
111314,9.49
111315,5.21
111316,4.13
111317,9.06
111318,11.33
111319,5.58
111320,5.63
111321,9.54
111322,9.86
111323,8.7
111324,9.1
111325,5.76
111326,13.81
111327,9.71
111328,7.16
111329,10.98
111330,9.28
111331,9.54
111332,10.58
111333,8.09
111334,6.9
111335,8.16
111336,6.46
111337,16.33
111338,10.6
111339,5.97
111340,9.78
111341,10.88
111342,14.23
111343,13.62
111344,6.66
111345,9.84
111346,9.03
111347,10.72
111348,9.97
111349,6.77
111350,8.97
111351,11.99
111352,9.19
111353,10.43
111354,13.22
111355,11.65
111356,9.41
111357,9.66
111358,7.54
111359,11.06
111360,11.56
111361,7.41
111362,7.37
111363,9.47
111364,9.94
111365,10.58
111366,10.87
111367,8.13
111368,7.75
111369,11.89
111370,9.14
111371,9.36
111372,17.35
111373,10.43
111374,12.72
111375,9.27
111376,12.48
111377,10.08
111378,8.93
111379,7.27
111380,9.61
111381,8.66
111382,6.21
111383,7.01
111384,10.99
111385,9.53
111386,11.18
111387,12.38
111388,10.72
111389,3.98
111390,12.08
111391,7.83
111392,10.01
111393,13.2
111394,11.66
111395,10.88
111396,11.67
111397,10.65
111398,4.47
111399,12.49
111400,7.44
111401,8.98
111402,10.43
111403,13.27
111404,5.12
111405,9.61
111406,10.35
111407,10.71
111408,11.83
111409,7.07
111410,11.23
111411,12.29
111412,10.56
111413,9.6
111414,11.02
111415,10.36
111416,9.3
111417,9.13
111418,9.96
111419,8.73
111420,12.65
111421,6.83
111422,10.3
111423,7.28
111424,13.35
111425,8.79
111426,9.51
111427,8.34
111428,10.23
111429,9.23
111430,10.63
111431,12.8
111432,9.92
111433,16.94
111434,7.56
111435,6.67
111436,12.7
111437,5.56
111438,9.69
111439,8.43
111440,12.32
111441,8.38
111442,4.12
111443,18.27
111444,10.87
111445,14.94
111446,10.81
111447,7.79
111448,9.24
111449,13.09
111450,11.05
111451,7.55
111452,5.25
111453,8.92
111454,6.07
111455,11.85
111456,4.75
111457,11.22
111458,13.42
111459,5.9
111460,4.93
111461,13.25
111462,14.75
111463,10.79
111464,7.2
111465,13.34
111466,9.93
111467,9.52
111468,6.76
111469,10.67
111470,13.05
111471,7.54
111472,10.01
111473,9.55
111474,7.65
111475,9.09
111476,11.51
111477,8.17
111478,11.78
111479,4.94
111480,9.19
111481,6.17
111482,7.39
111483,9.37
111484,7.1
111485,8.41
111486,7.16
111487,11.06
111488,9.38
111489,9.29
111490,10.94
111491,12.9
111492,8.87
111493,7.07
111494,11.57
111495,7.66
111496,17.6
111497,6.71
111498,11.54
111499,11.68
111500,17.14
111501,8.42
111502,7.41
111503,4.01
111504,10.64
111505,9.51
111506,10.7
111507,9.15
111508,10.71
111509,14.41
111510,11.91
111511,10.95
111512,9.72
111513,4.35
111514,15.39
111515,9.01
111516,7.75
111517,4.42
111518,6.58
111519,17.59
111520,16.36
111521,6.23
111522,10.22
111523,12.6
111524,13.66
111525,7.35
111526,15.14
111527,15.05
111528,10.37
111529,8.38
111530,7.17
111531,9.54
111532,9.08
111533,9.15
111534,8.91
111535,7.93
111536,6.66
111537,15.44
111538,9.68
111539,10.32
111540,12.99
111541,5.91
111542,6.44
111543,9.87
111544,9.8
111545,8.05
111546,3.77
111547,8.83
111548,16.67
111549,9.87
111550,12.73
111551,8.83
111552,9.18
111553,12.31
111554,9.21
111555,7.72
111556,6.67
111557,9.02
111558,9.04
111559,12.78
111560,11.51
111561,13.59
111562,8.79
111563,9.93
111564,5.97
111565,5.16
111566,6.45
111567,8.02
111568,10.33
111569,9.09
111570,8.48
111571,12.51
111572,10.82
111573,9.22
111574,12.46
111575,10.22
111576,12.08
111577,9.4
111578,10.5
111579,17.67
111580,12.45
111581,7.26
111582,6.06
111583,11.78
111584,15.54
111585,12.3
111586,7.36
111587,9.9
111588,9.87
111589,6.5
111590,6.01
111591,13.26
111592,4.02
111593,10.85
111594,9.26
111595,16.42
111596,7.88
111597,15.85
111598,10.77
111599,9.14
111600,15.17
111601,9.87
111602,12.15
111603,9.49
111604,9.22
111605,12.12
111606,12.8
111607,7.38
111608,10.2
111609,6.47
111610,8.19
111611,8.76
111612,5.9
111613,9.01
111614,7.88
111615,9.66
111616,10.73
111617,11.6
111618,9.4
111619,4.93
111620,9.7
111621,14.05
111622,8.8
111623,4.99
111624,10.37
111625,11.05
111626,12.41
111627,11.99
111628,11.63
111629,12.28
111630,10.48
111631,10.21
111632,9.49
111633,5.72
111634,9.37
111635,8.03
111636,5.9
111637,7.27
111638,10.36
111639,8.78
111640,4.13
111641,8.24
111642,10.93
111643,16.33
111644,7.39
111645,12.78
111646,7.75
111647,11.06
111648,6.19
111649,9.77
111650,13.03
111651,9.53
111652,11.45
111653,9.86
111654,13.29
111655,9.85
111656,4.38
111657,9.89
111658,10.78
111659,7.85
111660,8.18
111661,9.16
111662,8.6
111663,7.59
111664,9.2
111665,9.35
111666,9.51
111667,7.64
111668,5.38
111669,7.32
111670,11.79
111671,9.07
111672,9.27
111673,17.25
111674,12.16
111675,12.65
111676,8.49
111677,13.86
111678,10.35
111679,16.82
111680,6.51
111681,10.85
111682,6.74
111683,7.05
111684,9.54
111685,10.3
111686,9.73
111687,13.01
111688,10.3
111689,9.59
111690,8.79
111691,6.19
111692,8.32
111693,14.27
111694,14.41
111695,17.9
111696,10.54
111697,6.76
111698,9.5
111699,10.5
111700,14.06
111701,6.06
111702,10.55
111703,5.37
111704,14.9
111705,11.09
111706,8.49
111707,9.1
111708,8.47
111709,14.04
111710,9.35
111711,11.01
111712,11.01
111713,9.69
111714,15.56
111715,5.51
111716,9.85
111717,13.92
111718,9.51
111719,10.97
111720,8.08
111721,11.39
111722,8.71
111723,10.32
111724,9.37
111725,7.59
111726,11.13
111727,9.53
111728,10.35
111729,16.39
111730,8.81
111731,4.92
111732,11.12
111733,8.42
111734,10.18
111735,5.81
111736,8.1
111737,9.28
111738,14.22
111739,11.32
111740,10.66
111741,8.46
111742,7.91
111743,7.35
111744,9.97
111745,12.24
111746,9.29
111747,10.49
111748,9.44
111749,13.95
111750,15.24
111751,8.4
111752,9.63
111753,8.86
111754,7.94
111755,9.6
111756,7.55
111757,14.33
111758,5.36
111759,6.2
111760,7.89
111761,9.4
111762,10.35
111763,7.25
111764,10.86
111765,8.12
111766,11.65
111767,10.23
111768,6.99
111769,7.93
111770,8.65
111771,8.75
111772,10.51
111773,9.36
111774,9.61
111775,8.83
111776,12.98
111777,7.76
111778,13.56
111779,10.33
111780,6.81
111781,4.89
111782,7.27
111783,7.21
111784,8.53
111785,10.18
111786,9.31
111787,8.08
111788,9.55
111789,10.01
111790,10.11
111791,12.54
111792,4.06
111793,7.84
111794,10.63
111795,8.69
111796,17.54
111797,14.75
111798,10.28
111799,9.9
111800,18.77
111801,10.71
111802,8.61
111803,9.89
111804,10.24
111805,15.07
111806,12.06
111807,9.62
111808,9.35
111809,9.42
111810,12.16
111811,13.76
111812,7.95
111813,9.91
111814,11.95
111815,11.0
111816,12.48
111817,11.48
111818,13.1
111819,9.67
111820,8.92
111821,9.24
111822,8.55
111823,7.66
111824,8.96
111825,8.39
111826,8.49
111827,13.09
111828,8.02
111829,10.96
111830,10.15
111831,6.96
111832,17.1
111833,7.73
111834,11.13
111835,14.51
111836,6.05
111837,9.15
111838,11.29
111839,4.82
111840,8.82
111841,14.79
111842,7.86
111843,6.94
111844,10.8
111845,6.57
111846,16.15
111847,6.21
111848,7.09
111849,15.21
111850,9.44
111851,9.03
111852,9.29
111853,8.58
111854,9.8
111855,9.08
111856,8.92
111857,7.91
111858,8.97
111859,9.84
111860,9.74
111861,13.79
111862,6.63
111863,7.39
111864,6.48
111865,11.54
111866,6.08
111867,9.52
111868,6.96
111869,8.53
111870,7.41
111871,10.29
111872,11.63
111873,6.3
111874,13.31
111875,13.04
111876,11.03
111877,9.31
111878,8.9
111879,12.75
111880,7.58
111881,7.61
111882,9.98
111883,12.11
111884,9.62
111885,6.91
111886,8.79
111887,9.91
111888,8.28
111889,9.78
111890,11.68
111891,14.28
111892,4.61
111893,9.95
111894,17.42
111895,12.03
111896,13.97
111897,7.34
111898,9.54
111899,13.87
111900,8.29
111901,11.27
111902,4.56
111903,9.9
111904,12.32
111905,9.55
111906,9.4
111907,7.8
111908,12.48
111909,10.49
111910,8.06
111911,12.69
111912,6.53
111913,11.48
